State,ActName,Category,Promulgated,Prom_Decade,Enacted,Enact_Decade
Hawaii,Testamentary Additions to Trusts,,1991,,1992,
Idaho,Testamentary Additions to Trusts,,1991,,1999,
Kentucky,Testamentary Additions to Trusts,,1991,,1998,
Massachusetts,Testamentary Additions to Trusts,,1991,,2009,
Minnesota,Testamentary Additions to Trusts,,1991,,1994,
Montana,Testamentary Additions to Trusts,,1991,,1993,
Nebraska,Testamentary Additions to Trusts,,1991,,1999,
New Hampshire,Testamentary Additions to Trusts,,1991,,1996,
New Mexico,Testamentary Additions to Trusts,,1991,,1993,
North Carolina,Testamentary Additions to Trusts,,1991,,2007,
North Dakota,Testamentary Additions to Trusts,,1991,,1993,
Ohio,Testamentary Additions to Trusts,,1991,,1993,
Rhode Island,Testamentary Additions to Trusts,,1991,,1994,
South Dakota,Testamentary Additions to Trusts,,1991,,1995,
Utah,Testamentary Additions to Trusts,,1991,,1998,
Virginia,Testamentary Additions to Trusts,,1991,,1999,
West Virginia,Testamentary Additions to Trusts,,1991,,1992,
Illinois,Testamentary Additions to Trusts ,,1960,,1955,
Alabama,TOD Security Registration,,1989,,1997,
Alaska,TOD Security Registration,,1989,,1996,
Arizona,TOD Security Registration,,1989,,1994,
Arkansas,TOD Security Registration,,1989,,1993,
California,TOD Security Registration,,1989,,1998,
Colorado,TOD Security Registration,,1989,,1991,
Connecticut,TOD Security Registration,,1989,,1997,
Delaware,TOD Security Registration,,1989,,1996,
District of Columbia,TOD Security Registration,,1989,,2001,
Florida,TOD Security Registration,,1989,,1994,
Georgia,TOD Security Registration,,1989,,1999,
Hawaii,TOD Security Registration,,1989,,1998,
Idaho,TOD Security Registration,,1989,,1996,
Illinois,TOD Security Registration,,1989,,1994,
Indiana,TOD Security Registration,,1989,,1997,
Iowa,TOD Security Registration,,1989,,1997,
Kansas,TOD Security Registration,,1989,,1994,
Kentucky,TOD Security Registration,,1989,,1998,
Maine,TOD Security Registration,,1989,,1998,
Maryland,TOD Security Registration,,1989,,1994,
Massachusetts,TOD Security Registration,,1989,,1999,
Minnesota,TOD Security Registration,,1989,,1992,
Mississippi,TOD Security Registration,,1989,,1997,
Missouri,TOD Security Registration,,1989,,1991,
Montana,TOD Security Registration,,1989,,1993,
Nebraska,TOD Security Registration,,1989,,1993,
Nevada,TOD Security Registration,,1989,,1997,
New Hampshire,TOD Security Registration,,1989,,1997,
New Jersey,TOD Security Registration,,1989,,1995,
New York,TOD Security Registration,,1989,,2005,
North Carolina,TOD Security Registration,,1989,,2005,
Ohio,TOD Security Registration,,1989,,1993,
Oklahoma,TOD Security Registration,,1989,,1994,
Oregon,TOD Security Registration,,1989,,1991,
Pennsylvania,TOD Security Registration,,1989,,1997,
Rhode Island,TOD Security Registration,,1989,,1998,
South Carolina,TOD Security Registration,,1989,,1998,
South Dakota,TOD Security Registration,,1989,,1995,
Tennessee,TOD Security Registration,,1989,,1995,
Utah,TOD Security Registration,,1989,,1995,
Vermont,TOD Security Registration,,1989,,1999,
Virginia,TOD Security Registration,,1989,,1994,
Washington,TOD Security Registration,,1989,,1993,
West Virginia,TOD Security Registration,,1989,,1994,
Wisconsin,TOD Security Registration,,1989,,1990,
Wyoming,TOD Security Registration,,1989,,1993,
Alabama,Trade Secrets,,1979,,1988,
Alaska,Trade Secrets,,1979,,1988,
Arizona,Trade Secrets,,1979,,1990,
Arkansas,Trade Secrets,,1979,,1981,
California,Trade Secrets,,1979,,1987,
Colorado,Trade Secrets,,1979,,1983,
Connecticut,Trade Secrets,,1979,,1983,
Delaware,Trade Secrets,,1979,,1982,
District of Columbia,Trade Secrets,,1979,,1989,
Florida,Trade Secrets,,1979,,1988,
Georgia,Trade Secrets,,1979,,1990,
Hawaii,Trade Secrets,,1979,,1989,
Idaho,Trade Secrets,,1979,,1990,
Illinois,Trade Secrets,,1979,,1988,
Indiana,Trade Secrets,,1979,,1982,
Iowa,Trade Secrets,,1979,,1990,
Kansas,Trade Secrets,,1979,,1981,
Kentucky,Trade Secrets,,1979,,1990,
Maine,Trade Secrets,,1979,,1987,
Maryland,Trade Secrets,,1979,,1989,
Michigan,Trade Secrets,,1979,,1999,
Minnesota,Trade Secrets,,1979,,1980,
Mississippi,Trade Secrets,,1979,,1990,
Montana,Trade Secrets,,1979,,1985,
New Hampshire,Trade Secrets,,1979,,1989,
New Jersey,Trade Secrets,,1979,,2012,
New Mexico,Trade Secrets,,1979,,1989,
North Dakota,Trade Secrets,,1979,,1983,
Ohio,Trade Secrets,,1979,,1994,
Oklahoma,Trade Secrets,,1979,,1983,
Pennsylvania,Trade Secrets,,1979,,2004,
Puerto Rico,Trade Secrets,,1979,,2011,
Rhode Island,Trade Secrets,,1979,,1986,
South Carolina,Trade Secrets,,1979,,1992,
South Dakota,Trade Secrets,,1979,,1988,
Tennessee,Trade Secrets,,1979,,2000,
Texas,Trade Secrets,,1979,,2013,
Utah,Trade Secrets,,1979,,1989,
Vermont,Trade Secrets,,1979,,1996,
Virginia,Trade Secrets,,1979,,1986,
Washington,Trade Secrets,,1979,,1981,
West Virginia,Trade Secrets,,1979,,1986,
Wisconsin,Trade Secrets,,1979,,1986,
Wyoming,Trade Secrets,,1979,,2006,
Colorado,Trade Secrets,,1985,,1986,
Delaware,Trade Secrets,,1985,,1997,
Kansas,Trade Secrets,,1985,,1988,
Minnesota,Trade Secrets,,1985,,1987,
Montana,Trade Secrets,,1985,,1995,
North Dakota,Trade Secrets,,1985,,1989,
Oklahoma,Trade Secrets,,1985,,1986,
Alabama,Transfers to Minors,,1983,,1986,
Alaska,Transfers to Minors,,1983,,1990,
Arizona,Transfers to Minors,,1983,,1988,
Arkansas,Transfers to Minors,,1983,,1985,
California,Transfers to Minors,,1983,,1984,
Colorado,Transfers to Minors,,1983,,1984,
Connecticut,Transfers to Minors,,1983,,1995,
Delaware,Transfers to Minors,,1983,,1996,
District of Columbia,Transfers to Minors,,1983,,1986,
Florida,Transfers to Minors,,1983,,1985,
Georgia,Transfers to Minors,,1983,,1990,
Hawaii,Transfers to Minors,,1983,,1985,
Idaho,Transfers to Minors,,1983,,1984,
Illinois,Transfers to Minors,,1983,,1985,
Indiana,Transfers to Minors,,1983,,1990,
Iowa,Transfers to Minors,,1983,,1986,
Kansas,Transfers to Minors,,1983,,1985,
Kentucky,Transfers to Minors,,1983,,1986,
Louisiana,Transfers to Minors,,1983,,1987,
Maine,Transfers to Minors,,1983,,1988,
Maryland,Transfers to Minors,,1983,,1989,
Massachusetts,Transfers to Minors,,1983,,1986,
Michigan,Transfers to Minors,,1983,,1999,
Minnesota,Transfers to Minors,,1983,,1985,
Mississippi,Transfers to Minors,,1983,,1994,
Missouri,Transfers to Minors,,1983,,1985,
Montana,Transfers to Minors,,1983,,1985,
Nebraska,Transfers to Minors,,1983,,1992,
Nevada,Transfers to Minors,,1983,,1985,
New Hampshire,Transfers to Minors,,1983,,1985,
New Jersey,Transfers to Minors,,1983,,1987,
New Mexico,Transfers to Minors,,1983,,1989,
New York,Transfers to Minors,,1983,,1996,
North Carolina,Transfers to Minors,,1983,,1987,
North Dakota,Transfers to Minors,,1983,,1985,
Ohio,Transfers to Minors,,1983,,1986,
Oklahoma,Transfers to Minors,,1983,,1986,
Oregon,Transfers to Minors,,1983,,1985,
Pennsylvania,Transfers to Minors,,1983,,1993,
Rhode Island,Transfers to Minors,,1983,,1985,
South Dakota,Transfers to Minors,,1983,,1986,
Tennessee,Transfers to Minors,,1983,,1992,
Texas,Transfers to Minors,,1983,,1995,
Utah,Transfers to Minors,,1983,,1990,
Virginia,Transfers to Minors,,1983,,1988,
Washington,Transfers to Minors,,1983,,1991,
West Virginia,Transfers to Minors,,1983,,1986,
Wisconsin,Transfers to Minors,,1983,,1988,
Wyoming,Transfers to Minors,,1983,,1987,
Minnesota,Transfers to Minors,,1986,,1987,
Montana,Transfers to Minors,,1986,,1987,
North Dakota,Transfers to Minors,,1986,,1993,
Oregon,Transfers to Minors,,1986,,2001,
Alabama,Trust Code,,2000,,2006,
Arizona,Trust Code,,2000,,2003,
Arizona,Trust Code,,2000,,2008,
Arkansas,Trust Code,,2000,,2005,
District of Columbia,Trust Code,,2000,,2004,
Florida,Trust Code,,2000,,2006,
Kansas,Trust Code,,2000,,2002,
Maine,Trust Code,,2000,,2004,
Massachusetts,Trust Code,,2000,,2012,
Michigan,Trust Code,,2000,,2009,
Missouri,Trust Code,,2000,,2004,
Montana,Trust Code,,2000,,2013,
Nebraska,Trust Code,,2000,,2003,
New Hampshire,Trust Code,,2000,,2004,
New Mexico,Trust Code,,2000,,2003,
North Carolina,Trust Code,,2000,,2005,
North Dakota,Trust Code,,2000,,2007,
Ohio,Trust Code,,2000,,2006,
Oregon,Trust Code,,2000,,2005,
Pennsylvania,Trust Code,,2000,,2006,
South Carolina,Trust Code,,2000,,2005,
Tennessee,Trust Code,,2000,,2004,
Utah,Trust Code,,2000,,2004,
Vermont,Trust Code,,2000,,2009,
Virginia,Trust Code,,2000,,2005,
West Virginia,Trust Code,,2000,,2011,
Wyoming,Trust Code,,2000,,2003,
Alabama,UCC,,1951,,1965,
Alaska,UCC,,1951,,1962,
Arizona,UCC,,1951,,1967,
Arkansas,UCC,,1951,,1961,
California,UCC,,1951,,1963,
Colorado,UCC,,1951,,1965,
Connecticut,UCC,,1951,,1959,
Delaware,UCC,,1951,,1966,
District of Columbia,UCC,,1951,,1963,
Florida,UCC,,1951,,1965,
Georgia,UCC,,1951,,1962,
Hawaii,UCC,,1951,,1965,
Idaho,UCC,,1951,,1967,
Illinois,UCC,,1951,,1961,
Indiana,UCC,,1951,,1963,
Iowa,UCC,,1951,,1965,
Kansas,UCC,,1951,,1965,
Kentucky,UCC,,1951,,1958,
Louisiana,UCC,,1951,,1972,
Maine,UCC,,1951,,1963,
Maryland,UCC,,1951,,1963,
Massachusetts,UCC,,1951,,1957,
Michigan,UCC,,1951,,1962,
Minnesota,UCC,,1951,,1965,
Mississippi,UCC,,1951,,1966,
Missouri,UCC,,1951,,1963,
Montana,UCC,,1951,,1963,
Nebraska,UCC,,1951,,1963,
Nevada,UCC,,1951,,1965,
New Hampshire,UCC,,1951,,1959,
New Jersey,UCC,,1951,,1961,
New Mexico,UCC,,1951,,1961,
New York,UCC,,1951,,1962,
North Carolina,UCC,,1951,,1965,
North Dakota,UCC,,1951,,1965,
Ohio,UCC,,1951,,1961,
Oklahoma,UCC,,1951,,1961,
Oregon,UCC,,1951,,1961,
Pennsylvania,UCC,,1951,,1953,
Puerto Rico,UCC,,1951,,1996,
Rhode Island,UCC,,1951,,1960,
South Carolina,UCC,,1951,,1966,
South Dakota,UCC,,1951,,1966,
Tennessee,UCC,,1951,,1963,
Texas,UCC,,1951,,1965,
U.S. Virgin Islands,UCC,,1951,,1965,
Utah,UCC,,1951,,1965,
Vermont,UCC,,1951,,1966,
Virginia,UCC,,1951,,1964,
Washington,UCC,,1951,,1965,
West Virginia,UCC,,1951,,1963,
Wisconsin,UCC,,1951,,1963,
Wyoming,UCC,,1951,,1961,
Arkansas,UCC,,1962,,1967,
California,UCC,,1966,,1967,
Alaska,UCC Article 1,,2001,,2009,
Arizona,UCC Article 1,,2001,,2006,
Arkansas,UCC Article 1,,2001,,2005,
California,UCC Article 1,,2001,,2006,
Colorado,UCC Article 1,,2001,,2006,
Connecticut,UCC Article 1,,2001,,2005,
Delaware,UCC Article 1,,2001,,2004,
District of Columbia,UCC Article 1,,2001,,2013,
Florida,UCC Article 1,,2001,,2007,
Hawaii,UCC Article 1,,2001,,2004,
Idaho,UCC Article 1,,2001,,2004,
Illinois,UCC Article 1,,2001,,2008,
Indiana,UCC Article 1,,2001,,2007,
Iowa,UCC Article 1,,2001,,2007,
Kansas,UCC Article 1,,2001,,2007,
Kentucky,UCC Article 1,,2001,,2006,
Louisiana,UCC Article 1,,2001,,2006,
Maine,UCC Article 1,,2001,,2009,
Maryland,UCC Article 1,,2001,,2012,
Michigan,UCC Article 1,,2001,,2012,
Minnesota,UCC Article 1,,2001,,2004,
Mississippi,UCC Article 1,,2001,,2010,
Montana,UCC Article 1,,2001,,2005,
Nebraska,UCC Article 1,,2001,,2005,
Nevada,UCC Article 1,,2001,,2005,
New Hampshire,UCC Article 1,,2001,,2006,
New Mexico,UCC Article 1,,2001,,2005,
North Carolina,UCC Article 1,,2001,,2006,
North Dakota,UCC Article 1,,2001,,2007,
Ohio,UCC Article 1,,2001,,2011,
Oklahoma,UCC Article 1,,2001,,2005,
Oregon,UCC Article 1,,2001,,2009,
Pennsylvania,UCC Article 1,,2001,,2008,
Rhode Island,UCC Article 1,,2001,,2007,
South Dakota,UCC Article 1,,2001,,2008,
Tennessee,UCC Article 1,,2001,,2008,
Texas,UCC Article 1,,2001,,2003,
U.S. Virgin Islands,UCC Article 1,,2001,,2001,
Utah,UCC Article 1,,2001,,2007,
Vermont,UCC Article 1,,2001,,2008,
Virginia,UCC Article 1,,2001,,2003,
Washington,UCC Article 1,,2001,,2012,
West Virginia,UCC Article 1,,2001,,2006,
Wisconsin,UCC Article 1,,2001,,2010,
Alabama,UCC Article 1,,2002,,2004,
Alabama,UCC Article 2A,,1987,,1993,
Alaska,UCC Article 2A,,1987,,1993,
Arizona,UCC Article 2A,,1987,,1992,
Arkansas,UCC Article 2A,,1987,,1993,
California,UCC Article 2A,,1987,,1988,
Colorado,UCC Article 2A,,1987,,1991,
Connecticut,UCC Article 2A,,1987,,2002,
Delaware,UCC Article 2A,,1987,,1992,
District of Columbia,UCC Article 2A,,1987,,1992,
Florida,UCC Article 2A,,1987,,1990,
Georgia,UCC Article 2A,,1987,,1993,
Hawaii,UCC Article 2A,,1987,,1991,
Idaho,UCC Article 2A,,1987,,1993,
Illinois,UCC Article 2A,,1987,,1991,
Indiana,UCC Article 2A,,1987,,1991,
Iowa,UCC Article 2A,,1987,,1994,
Kansas,UCC Article 2A,,1987,,1991,
Kentucky,UCC Article 2A,,1987,,1990,
Maine,UCC Article 2A,,1987,,1992,
Maryland,UCC Article 2A,,1987,,1994,
Massachusetts,UCC Article 2A,,1987,,1996,
Michigan,UCC Article 2A,,1987,,1992,
Minnesota,UCC Article 2A,,1987,,1989,
Mississippi,UCC Article 2A,,1987,,1994,
Missouri,UCC Article 2A,,1987,,1992,
Montana,UCC Article 2A,,1987,,1991,
Nebraska,UCC Article 2A,,1987,,1991,
Nevada,UCC Article 2A,,1987,,1989,
New Hampshire,UCC Article 2A,,1987,,1993,
New Jersey,UCC Article 2A,,1987,,1995,
New Mexico,UCC Article 2A,,1987,,1992,
New York,UCC Article 2A,,1987,,1994,
North Carolina,UCC Article 2A,,1987,,1993,
North Dakota,UCC Article 2A,,1987,,1991,
Ohio,UCC Article 2A,,1987,,1992,
Oklahoma,UCC Article 2A,,1987,,1988,
Oregon,UCC Article 2A,,1987,,1989,
Pennsylvania,UCC Article 2A,,1987,,1992,
Rhode Island,UCC Article 2A,,1987,,1991,
South Carolina,UCC Article 2A,,1987,,2001,
South Dakota,UCC Article 2A,,1987,,1989,
Tennessee,UCC Article 2A,,1987,,1993,
Texas,UCC Article 2A,,1987,,1993,
U.S. Virgin Islands,UCC Article 2A,,1987,,2001,
Utah,UCC Article 2A,,1987,,1990,
Vermont,UCC Article 2A,,1987,,1994,
Virginia,UCC Article 2A,,1987,,1991,
Washington,UCC Article 2A,,1987,,1990,
West Virginia,UCC Article 2A,,1987,,1996,
Wisconsin,UCC Article 2A,,1987,,1992,
Wyoming,UCC Article 2A,,1987,,1991,
California,UCC Article 2A,,1990,,1991,
Florida,UCC Article 2A,,1990,,1998,
Kentucky,UCC Article 2A,,1990,,1992,
Minnesota,UCC Article 2A,,1990,,1991,
Nevada,UCC Article 2A,,1990,,1991,
Oklahoma,UCC Article 2A,,1990,,1991,
Oregon,UCC Article 2A,,1990,,1993,
Utah,UCC Article 2A,,1990,,1993,
Washington,UCC Article 2A,,1990,,1993,
U.S. Virgin Islands,UCC Article 3,,1990,,2001,
U.S. Virgin Islands,UCC Article 4,,1990,,2001,
Alabama,UCC Article 4A,,1989,,1993,
Alaska,UCC Article 4A,,1989,,1993,
Arizona,UCC Article 4A,,1989,,1991,
Arkansas,UCC Article 4A,,1989,,1991,
California,UCC Article 4A,,1989,,1990,
Colorado,UCC Article 4A,,1989,,1990,
Connecticut,UCC Article 4A,,1989,,1990,
Delaware,UCC Article 4A,,1989,,1992,
District of Columbia,UCC Article 4A,,1989,,1992,
Florida,UCC Article 4A,,1989,,1991,
Georgia,UCC Article 4A,,1989,,1992,
Hawaii,UCC Article 4A,,1989,,1991,
Idaho,UCC Article 4A,,1989,,1991,
Illinois,UCC Article 4A,,1989,,1990,
Indiana,UCC Article 4A,,1989,,1991,
Iowa,UCC Article 4A,,1989,,1992,
Kansas,UCC Article 4A,,1989,,1990,
Kentucky,UCC Article 4A,,1989,,1992,
Louisiana,UCC Article 4A,,1989,,1990,
Maine,UCC Article 4A,,1989,,1992,
Maryland,UCC Article 4A,,1989,,1992,
Massachusetts,UCC Article 4A,,1989,,1992,
Michigan,UCC Article 4A,,1989,,1992,
Minnesota,UCC Article 4A,,1989,,1990,
Mississippi,UCC Article 4A,,1989,,1991,
Missouri,UCC Article 4A,,1989,,1992,
Montana,UCC Article 4A,,1989,,1991,
Nebraska,UCC Article 4A,,1989,,1991,
Nevada,UCC Article 4A,,1989,,1991,
New Hampshire,UCC Article 4A,,1989,,1993,
New Jersey,UCC Article 4A,,1989,,1995,
New Mexico,UCC Article 4A,,1989,,1992,
New York,UCC Article 4A,,1989,,1990,
North Carolina,UCC Article 4A,,1989,,1993,
North Dakota,UCC Article 4A,,1989,,1991,
Ohio,UCC Article 4A,,1989,,1991,
Oklahoma,UCC Article 4A,,1989,,1990,
Oregon,UCC Article 4A,,1989,,1991,
Pennsylvania,UCC Article 4A,,1989,,1992,
Puerto Rico,UCC Article 4A,,1989,,1995,
Rhode Island,UCC Article 4A,,1989,,1991,
South Carolina,UCC Article 4A,,1989,,1996,
South Dakota,UCC Article 4A,,1989,,1991,
Tennessee,UCC Article 4A,,1989,,1991,
Texas,UCC Article 4A,,1989,,1993,
U.S. Virgin Islands,UCC Article 4A,,1989,,2001,
Utah,UCC Article 4A,,1989,,1990,
Vermont,UCC Article 4A,,1989,,1994,
Virginia,UCC Article 4A,,1989,,1990,
Washington,UCC Article 4A,,1989,,1991,
West Virginia,UCC Article 4A,,1989,,1990,
Wisconsin,UCC Article 4A,,1989,,1992,
Wyoming,UCC Article 4A,,1989,,1991,
Alabama,UCC Article 4A,,2012,,2013,
Alaska,UCC Article 4A,,2012,,2013,
Arizona,UCC Article 4A,,2012,,2013,
Arkansas,UCC Article 4A,,2012,,2013,
California,UCC Article 4A,,2012,,2012,
Colorado,UCC Article 4A,,2012,,2013,
District of Columbia,UCC Article 4A,,2012,,2013,
Georgia,UCC Article 4A,,2012,,2013,
Hawaii,UCC Article 4A,,2012,,2013,
Idaho,UCC Article 4A,,2012,,2013,
Illinois,UCC Article 4A,,2012,,2013,
Indiana,UCC Article 4A,,2012,,2013,
Iowa,UCC Article 4A,,2012,,2013,
Kentucky,UCC Article 4A,,2012,,2013,
Maine,UCC Article 4A,,2012,,2013,
Massachusetts,UCC Article 4A,,2012,,2013,
Minnesota,UCC Article 4A,,2012,,2013,
Mississippi,UCC Article 4A,,2012,,2013,
Missouri,UCC Article 4A,,2012,,2013,
Montana,UCC Article 4A,,2012,,2013,
Nebraska,UCC Article 4A,,2012,,2013,
Nevada,UCC Article 4A,,2012,,2013,
New Hampshire,UCC Article 4A,,2012,,2013,
New Jersey,UCC Article 4A,,2012,,2013,
New Mexico,UCC Article 4A,,2012,,2013,
New York,UCC Article 4A,,2012,,2012,
North Carolina,UCC Article 4A,,2012,,2013,
North Dakota,UCC Article 4A,,2012,,2013,
Ohio,UCC Article 4A,,2012,,2013,
Oregon,UCC Article 4A,,2012,,2013,
Pennsylvania,UCC Article 4A,,2012,,2013,
Rhode Island,UCC Article 4A,,2012,,2013,
South Carolina,UCC Article 4A,,2012,,2013,
South Dakota,UCC Article 4A,,2012,,2013,
Tennessee,UCC Article 4A,,2012,,2013,
Texas,UCC Article 4A,,2012,,2013,
Virginia,UCC Article 4A,,2012,,2013,
Washington,UCC Article 4A,,2012,,2013,
West Virginia,UCC Article 4A,,2012,,2013,
Wisconsin,UCC Article 4A,,2012,,2013,
Alabama,UCC Article 5,,1995,,1997,
Alaska,UCC Article 5,,1995,,1999,
Arizona,UCC Article 5,,1995,,1996,
Arkansas,UCC Article 5,,1995,,1997,
California,UCC Article 5,,1995,,1996,
Colorado,UCC Article 5,,1995,,1996,
Connecticut,UCC Article 5,,1995,,1996,
Delaware,UCC Article 5,,1995,,1998,
District of Columbia,UCC Article 5,,1995,,1997,
Florida,UCC Article 5,,1995,,1999,
Georgia,UCC Article 5,,1995,,2002,
Hawaii,UCC Article 5,,1995,,1996,
Idaho,UCC Article 5,,1995,,1996,
Illinois,UCC Article 5,,1995,,1996,
Indiana,UCC Article 5,,1995,,1996,
Iowa,UCC Article 5,,1995,,1996,
Kansas,UCC Article 5,,1995,,1996,
Kentucky,UCC Article 5,,1995,,2000,
Louisiana,UCC Article 5,,1995,,1999,
Maine,UCC Article 5,,1995,,1997,
Maryland,UCC Article 5,,1995,,1997,
Massachusetts,UCC Article 5,,1995,,1998,
Michigan,UCC Article 5,,1995,,1999,
Minnesota,UCC Article 5,,1995,,1997,
Mississippi,UCC Article 5,,1995,,1996,
Missouri,UCC Article 5,,1995,,1997,
Montana,UCC Article 5,,1995,,1997,
Nebraska,UCC Article 5,,1995,,1996,
Nevada,UCC Article 5,,1995,,1997,
New Hampshire,UCC Article 5,,1995,,1998,
New Jersey,UCC Article 5,,1995,,1998,
New Mexico,UCC Article 5,,1995,,1997,
New York,UCC Article 5,,1995,,2000,
North Carolina,UCC Article 5,,1995,,1999,
North Dakota,UCC Article 5,,1995,,1997,
Ohio,UCC Article 5,,1995,,1997,
Oklahoma,UCC Article 5,,1995,,1996,
Oregon,UCC Article 5,,1995,,1997,
Pennsylvania,UCC Article 5,,1995,,2001,
Rhode Island,UCC Article 5,,1995,,2000,
South Carolina,UCC Article 5,,1995,,2001,
South Dakota,UCC Article 5,,1995,,1998,
Tennessee,UCC Article 5,,1995,,1998,
Texas,UCC Article 5,,1995,,1999,
U.S. Virgin Islands,UCC Article 5,,1995,,2001,
Utah,UCC Article 5,,1995,,1997,
Vermont,UCC Article 5,,1995,,1998,
Virginia,UCC Article 5,,1995,,1997,
Washington,UCC Article 5,,1995,,1997,
West Virginia,UCC Article 5,,1995,,1996,
Wisconsin,UCC Article 5,,1995,,2006,
Wyoming,UCC Article 5,,1995,,1997,
Michigan,UCC Article 6,,1989,,1999,
U.S. Virgin Islands,UCC Article 6,,1989,,2002,
Alabama,UCC Article 7,,2003,,2004,
Alaska,UCC Article 7,,2003,,2009,
Arizona,UCC Article 7,,2003,,2006,
Arkansas,UCC Article 7,,2003,,2007,
California,UCC Article 7,,2003,,2006,
Colorado,UCC Article 7,,2003,,2006,
Connecticut,UCC Article 7,,2003,,2004,
Delaware,UCC Article 7,,2003,,2004,
District of Columbia,UCC Article 7,,2003,,2013,
Florida,UCC Article 7,,2003,,2010,
Georgia,UCC Article 7,,2003,,2010,
Hawaii,UCC Article 7,,2003,,2004,
Idaho,UCC Article 7,,2003,,2004,
Illinois,UCC Article 7,,2003,,2008,
Indiana,UCC Article 7,,2003,,2007,
Iowa,UCC Article 7,,2003,,2007,
Kansas,UCC Article 7,,2003,,2007,
Louisiana,UCC Article 7,,2003,,2009,
Maine,UCC Article 7,,2003,,2009,
Maryland,UCC Article 7,,2003,,2004,
Massachusetts,UCC Article 7,,2003,,2013,
Michigan,UCC Article 7,,2003,,2012,
Minnesota,UCC Article 7,,2003,,2004,
Mississippi,UCC Article 7,,2003,,2006,
Montana,UCC Article 7,,2003,,2005,
Nebraska,UCC Article 7,,2003,,2005,
Nevada,UCC Article 7,,2003,,2005,
New Hampshire,UCC Article 7,,2003,,2006,
New Mexico,UCC Article 7,,2003,,2005,
North Carolina,UCC Article 7,,2003,,2006,
North Dakota,UCC Article 7,,2003,,2005,
Ohio,UCC Article 7,,2003,,2011,
Oklahoma,UCC Article 7,,2003,,2005,
Oregon,UCC Article 7,,2003,,2009,
Pennsylvania,UCC Article 7,,2003,,2008,
Rhode Island,UCC Article 7,,2003,,2006,
South Dakota,UCC Article 7,,2003,,2009,
Tennessee,UCC Article 7,,2003,,2008,
Texas,UCC Article 7,,2003,,2005,
Utah,UCC Article 7,,2003,,2006,
Virginia,UCC Article 7,,2003,,2004,
Washington,UCC Article 7,,2003,,2012,
West Virginia,UCC Article 7,,2003,,2006,
Wisconsin,UCC Article 7,,2003,,2010,
Kentucky,UCC Article 7,,2008,,2012,
New Jersey,UCC Article 7,,2008,,2013,
Alaska,UCC Article 8,,1977,,1990,
Arizona,UCC Article 8,,1977,,1990,
Arkansas,UCC Article 8,,1977,,1985,
California,UCC Article 8,,1977,,1984,
Colorado,UCC Article 8,,1977,,1981,
Connecticut,UCC Article 8,,1977,,1979,
Delaware,UCC Article 8,,1977,,1983,
District of Columbia,UCC Article 8,,1977,,1993,
Florida,UCC Article 8,,1977,,1987,
Georgia,UCC Article 8,,1977,,1992,
Hawaii,UCC Article 8,,1977,,1986,
Idaho,UCC Article 8,,1977,,1985,
Illinois,UCC Article 8,,1977,,1988,
Indiana,UCC Article 8,,1977,,1987,
Iowa,UCC Article 8,,1977,,1989,
Kansas,UCC Article 8,,1977,,1986,
Kentucky,UCC Article 8,,1977,,1986,
Louisiana,UCC Article 8,,1977,,1989,
Maine,UCC Article 8,,1977,,1988,
Maryland,UCC Article 8,,1977,,1986,
Massachusetts,UCC Article 8,,1977,,1983,
Michigan,UCC Article 8,,1977,,1987,
Minnesota,UCC Article 8,,1977,,1978,
Mississippi,UCC Article 8,,1977,,1990,
Missouri,UCC Article 8,,1977,,1992,
Montana,UCC Article 8,,1977,,1983,
Nebraska,UCC Article 8,,1977,,1989,
Nevada,UCC Article 8,,1977,,1985,
New Hampshire,UCC Article 8,,1977,,1987,
New Jersey,UCC Article 8,,1977,,1990,
New Mexico,UCC Article 8,,1977,,1987,
New York,UCC Article 8,,1977,,1982,
North Carolina,UCC Article 8,,1977,,1989,
North Dakota,UCC Article 8,,1977,,1985,
Ohio,UCC Article 8,,1977,,1984,
Oklahoma,UCC Article 8,,1977,,1984,
Oregon,UCC Article 8,,1977,,1985,
Pennsylvania,UCC Article 8,,1977,,1992,
Rhode Island,UCC Article 8,,1977,,1987,
South Carolina,UCC Article 8,,1977,,1991,
South Dakota,UCC Article 8,,1977,,1986,
Tennessee,UCC Article 8,,1977,,1986,
Texas,UCC Article 8,,1977,,1983,
Utah,UCC Article 8,,1977,,1989,
Vermont,UCC Article 8,,1977,,1994,
Virginia,UCC Article 8,,1977,,1984,
Washington,UCC Article 8,,1977,,1986,
West Virginia,UCC Article 8,,1977,,1979,
Wisconsin,UCC Article 8,,1977,,1986,
Wyoming,UCC Article 8,,1977,,1983,
Alabama,UCC Article 8,,1994,,1996,
Alaska,UCC Article 8,,1994,,1996,
Arizona,UCC Article 8,,1994,,1995,
Arkansas,UCC Article 8,,1994,,1995,
California,UCC Article 8,,1994,,1996,
Colorado,UCC Article 8,,1994,,1996,
Connecticut,UCC Article 8,,1994,,1997,
Delaware,UCC Article 8,,1994,,1997,
District of Columbia,UCC Article 8,,1994,,1997,
Florida,UCC Article 8,,1994,,1998,
Georgia,UCC Article 8,,1994,,1998,
Hawaii,UCC Article 8,,1994,,1997,
Idaho,UCC Article 8,,1994,,1995,
Illinois,UCC Article 8,,1994,,1995,
Indiana,UCC Article 8,,1994,,1995,
Iowa,UCC Article 8,,1994,,1996,
